ID,Start,End,Speaker,Text
3471,"02:02:53","02:02:54",Catarina,"That kind of sucks."
3472,"02:02:55","02:02:56",Catarina,"So,"
3473,"02:02:56","02:02:57",Catarina,"I'm going to..."
3474,"02:03:00","02:03:00",Catarina,"Oh,"
3475,"02:03:00","02:03:00",Catarina,"yeah,"
3476,"02:03:00","02:03:02",Catarina,"I was going to do that and now I forgot."
3477,"02:03:02","02:03:02",Catarina,"Okay,"
3478,"02:03:02","02:03:03",Catarina,"that's fine."
3479,"02:03:05","02:03:09",Catarina,"My Ragnito is going to be coming out from its state."
3480,"02:03:10","02:03:16",Catarina,"It's going to throw a ballistic bullet Okay."
3481,"02:03:16","02:03:17",Speaker 1,"Cumber didn't make..."
3482,"02:03:17","02:03:18",Speaker 1,"Well,"
3483,"02:03:18","02:03:19",Speaker 1,"they're fine."
3484,"02:03:19","02:03:21",Delmar,"How many else did Cumber miss?"
3485,"02:03:22","02:03:24",Catarina,"It's going to make that at..."
3486,"02:03:30","02:03:32",Catarina,"It's going to do that to this thing targeting me."
3487,"02:03:32","02:03:32",Catarina,"Okay."
3488,"02:03:34","02:03:34",Speaker 1,"Yeah."
3489,"02:03:37","02:03:37",Catarina,"Okay."
3490,"02:03:37","02:03:40",Catarina,"It does a 16 hit."
3491,"02:03:40","02:03:40",Speaker 6,"16 hits?"
3492,"02:03:41","02:03:41",Speaker 6,"Okay."
3493,"02:03:44","02:03:44",Catarina,"I saw him."
3494,"02:03:44","02:03:45",Catarina,"Basically,"
3495,"02:03:46","02:03:47",DM,"just have the cucumbers."
3496,"02:03:48","02:03:49",Catarina,"Damage here for you."
3497,"02:03:49","02:03:49",Catarina,"Yeah,"
3498,"02:03:49","02:03:51",DM,"those are amazing clips."
3499,"02:03:52","02:03:52",Speaker 1,"There we go."
3500,"02:03:52","02:03:53",DM,"I've always found that cucumbers,"
3501,"02:03:54","02:03:55",DM,"when they're sliced,"
3502,"02:03:55","02:03:56",DM,"they really will last longer."
3503,"02:03:57","02:03:59",DM,"They need to be chopped up and put in the food."
3504,"02:04:00","02:04:00",Catarina,"Ohhhh."
3505,"02:04:02","02:04:02",Speaker 1,"Yeah."
3506,"02:04:02","02:04:06",Catarina,"So that'll be 9 points of force damage."
3507,"02:04:07","02:04:07",Catarina,"Okay."
3508,"02:04:08","02:04:10",Catarina,"And it's pushed 5 feet away."
3509,"02:04:11","02:04:12",DM,"All right."
3510,"02:04:13","02:04:14",DM,"Five feet of force?"
3511,"02:04:15","02:04:15",DM,"Yeah."
3512,"02:04:17","02:04:17",DM,"Oh,"
3513,"02:04:17","02:04:18",Catarina,"no,"
3514,"02:04:18","02:04:18",Catarina,"no,"
3515,"02:04:18","02:04:18",Catarina,"sorry."
3516,"02:04:18","02:04:18",Catarina,"Yeah,"
3517,"02:04:18","02:04:20",Catarina,"so..."
3518,"02:04:20","02:04:22",Catarina,"Push five feet away from the turret?"
3519,"02:04:23","02:04:23",Catarina,"Yeah,"
3520,"02:04:23","02:04:24",Catarina,"from my turret."
3521,"02:04:25","02:04:25",Catarina,"Five feet more away."
3522,"02:04:26","02:04:28",DM,"That's five feet closer to you."
3523,"02:04:30","02:04:30",Speaker 1,"Yeah."
3524,"02:04:30","02:04:31",Speaker 1,"Okay."
3525,"02:04:33","02:04:35",DM,"Doesn't even threaten you,"
3526,"02:04:35","02:04:35",DM,"so yeah."
3527,"02:04:35","02:04:36",DM,"Yeah,"
3528,"02:04:36","02:04:36",DM,"you're..."
3529,"02:04:37","02:04:37",DM,"The turn,"
3530,"02:04:38","02:04:38",DM,"yeah,"
3531,"02:04:38","02:04:43",DM,"turns and shoots and it just brings the slot very uncomfortably close to you."
3532,"02:04:43","02:04:44",DM,"Oh,"
3533,"02:04:44","02:04:44",DM,"thank you."
3534,"02:04:46","02:04:46",Catarina,"Oh,"
3535,"02:04:46","02:04:47",Catarina,"thank you very much."
3536,"02:04:48","02:04:49",Catarina,"You can have veggies."
3537,"02:04:50","02:04:51",DM,"Um,"
3538,"02:04:51","02:04:51",DM,"okay."
3539,"02:04:51","02:04:52",Catarina,"Um,"
3540,"02:04:52","02:04:55",Catarina,"my bird is going to be immediately after me."
3541,"02:04:55","02:04:56",Speaker 1,"Yep."
3542,"02:04:57","02:05:00",Catarina,"He's going to try and shocking grass this creature."
3543,"02:05:00","02:05:00",Speaker 1,"Yep."
3544,"02:05:05","02:05:07",Catarina,"A 24 hit?"
3545,"02:05:08","02:05:08",DM,"24 definitely hits."
3546,"02:05:09","02:05:09",Speaker 1,"Oh."
3547,"02:05:12","02:05:14",Catarina,"That will be it."
3548,"02:05:14","02:05:17",DM,"I just like that instead of elaborating further,"
3549,"02:05:17","02:05:18",DM,"you're just like,"
3550,"02:05:18","02:05:18",DM,"how..."
3551,"02:05:19","02:05:20",Crissdalynn,"At home,"
3552,"02:05:20","02:05:22",Crissdalynn,"if I'll look up something and just do this."
3553,"02:05:26","02:05:32",Catarina,"That would be 10 points of lightning damage."
3554,"02:05:33","02:05:37",Catarina,"And it cannot make opportunity attacks until the start of its next turn."
3555,"02:05:38","02:05:39",DM,"How do you want to tase the slog?"
3556,"02:05:42","02:05:49",Catarina,"I guess at that point I probably have got my hands tied between dancing around this thing."
3557,"02:05:50","02:05:54",Catarina,"And my owl is living on one HP after being attacked,"
3558,"02:05:54","02:06:01",Catarina,"and it's going to be trying to go in and just going in for the claws and going for the eyes to shock it."
3559,"02:06:02","02:06:03",DM,"That revenge lung."
3560,"02:06:03","02:06:04",DM,"And even,"
3561,"02:06:04","02:06:06",DM,"just for your reference,"
3562,"02:06:06","02:06:10",DM,"these sloth are resistant to lightning damage."
3563,"02:06:10","02:06:12",DM,"So you managed to kill it."
3564,"02:06:12","02:06:13",DM,"Even though it is resisting,"
3565,"02:06:13","02:06:16",DM,"you put a lot of volts into this thing."
3566,"02:06:17","02:06:20",DM,"And it held it like a gas until it started cooking."
3567,"02:06:20","02:06:21",DM,"My little tricks."
3568,"02:06:22","02:06:23",DM,"That one you killed."
3569,"02:06:23","02:06:24",Catarina,"I'm an HP and a dream."
3570,"02:06:25","02:06:27",DM,"That sloth is dead."
3571,"02:06:31","02:06:32",DM,"The Third is,"
3572,"02:06:33","02:06:34",DM,"that's..."
3573,"02:06:34","02:06:34",DM,"This is neat."
3574,"02:06:36","02:06:37",Speaker 1,"Did you know what it is?"
3575,"02:06:38","02:06:39",Crissdalynn,"He did not like carrots."
