ID,Start,End,Speaker,Text
5206,"02:58:54","02:58:54",Speaker 1,"actually."
5207,"02:58:55","02:58:55",Delmar,"Yeah,"
5208,"02:58:55","02:58:55",Delmar,"dude."
5209,"02:58:58","02:59:00",Delmar,"I can't make my mind."
5210,"02:59:00","02:59:02",Delmar,"Do I want to be an artisopher or a rogue next character?"
5211,"02:59:03","02:59:04",Delmar,"Because Yeah,"
5212,"02:59:04","02:59:04",Delmar,"fuck bards."
5213,"02:59:04","02:59:08",Delmar,"You always fuck the bards."
5214,"02:59:10","02:59:12",DM,"Would you like to roll perception for me?"
5215,"02:59:12","02:59:12",DM,"Sure."
5216,"02:59:14","02:59:14",DM,"No problem."
5217,"02:59:15","02:59:17",DM,"I can't believe there's any in Fever."
5218,"02:59:18","02:59:21",DM,"I'm just noticing the rotting corpse."
5219,"02:59:22","02:59:22",DM,"Yeah,"
5220,"02:59:22","02:59:25",DM,"I have that identified."
5221,"02:59:25","02:59:26",DM,"Not bad."
5222,"02:59:26","02:59:27",DM,"That is a 19."
5223,"02:59:28","02:59:28",DM,"Sorry,"
5224,"02:59:28","02:59:29",DM,"21."
5225,"02:59:32","02:59:33",DM,"We'll just get back to,"
5226,"02:59:33","02:59:34",DM,"as you're identifying this,"
5227,"02:59:34","02:59:35",DM,"we'll just resolve this real quick."
5228,"02:59:36","02:59:44",DM,"You do notice a little scrap of paper with wrong writing inside the running bits of the corpse."
5229,"02:59:46","02:59:47",DM,"Can I take it and read it?"
5230,"02:59:48","02:59:48",DM,"Yeah."
5231,"02:59:49","02:59:53",DM,"You're not very familiar with exactly what it is,"
5232,"02:59:53","02:59:54",DM,"but it's written in grung."
5233,"02:59:54","02:59:55",DM,"It's red cast."
5234,"02:59:55","02:59:57",DM,"It's not something you've ever been given before."
5235,"02:59:59","03:00:01",DM,"Just a tiny little slip of paper."
5236,"03:00:04","03:00:33",DM,"you can roll an arcana to try and identify it or you could have better me do it in 10 minutes when she's I could have a look at it I've got a good arcana and if you want to do any more looting of the I was going to say I was just waiting for her to speak but yeah I do want to dig through looking for any poisons any of those grenades and I also watch other people who are looting through and..."
5237,"03:00:33","03:00:33",DM,"Oh,"
5238,"03:00:33","03:00:34",DM,"no one else is going near it."
5239,"03:00:35","03:00:35",DM,"Oh,"
5240,"03:00:35","03:00:36",DM,"okay,"
5241,"03:00:36","03:00:36",DM,"okay."
5242,"03:00:36","03:00:36",DM,"Yeah,"
5243,"03:00:36","03:00:38",DM,"everyone else is standing very far back,"
5244,"03:00:38","03:00:39",DM,"all the people are there."
5245,"03:00:39","03:00:44",DM,"I just reiterate to the group if we find any poisons,"
5246,"03:00:44","03:00:45",DM,"poison grenades,"
5247,"03:00:45","03:00:46",DM,"anything like that on them,"
5248,"03:00:47","03:00:56",DM,"I would like to gently insist that those be given to me for I am building a case."
5249,"03:00:57","03:00:58",DM,"Yeah,"
5250,"03:00:58","03:01:02",DM,"for their evidence against great transgression."
5251,"03:01:02","03:01:02",DM,"Okay."
5252,"03:01:02","03:01:03",DM,"Blah,"
5253,"03:01:03","03:01:03",DM,"blah,"
5254,"03:01:03","03:01:03",DM,"blah."
5255,"03:01:03","03:01:04",DM,"I will tell you,"
5256,"03:01:04","03:01:05",DM,"you don't find any poison grenades."
5257,"03:01:06","03:01:06",DM,"You don't find any grenades."
5258,"03:01:06","03:01:09",DM,"There's in fact very little anything made here."
5259,"03:01:09","03:01:14",DM,"You do find a sliver of the..."
5260,"03:01:16","03:01:19",DM,"There's a fragment of red hives the size of a fist."
5261,"03:01:20","03:01:21",DM,"Still faintly warm."
5262,"03:01:24","03:01:26",DM,"And it just seems to be almost still alive."
5263,"03:01:27","03:01:27",DM,"Slightly."
5264,"03:01:29","03:02:01",DM,"almost like it's a little heartbeat yeah I pointed out to everyone namely those that might have a better idea of what it may be because I have zero intelligence skills all wisdom so for the sake of ease of narrative does it spend the next 30 minutes or so Catarina identifying yeah it takes about 10 minutes to identify I'm just so speechless of what's been occurring here."
5265,"03:02:01","03:02:01",Catarina,"Well,"
5266,"03:02:01","03:02:04",DM,"let's say with your assistance because you have some arcana."
5267,"03:02:04","03:02:06",DM,"I would love to assist as well."
5268,"03:02:06","03:02:09",DM,"I also want to use a magical coming to regen a warlock spell."
5269,"03:02:10","03:02:11",DM,"Take a minute."
5270,"03:02:11","03:02:13",DM,"In 15 minutes,"
5271,"03:02:13","03:02:14",DM,"you guys can identify all three."
5272,"03:02:15","03:02:15",DM,"First,"
5273,"03:02:16","03:02:27",DM,"the creature you found was a Slodtodmul whose pathway through its metamorphosis eating a person,"
5274,"03:02:27","03:02:31",DM,"and then they eat their way from the inside out."
5275,"03:02:33","03:02:36",DM,"They will rapidly change someone into a slot,"
5276,"03:02:37","03:02:39",DM,"and once you change,"
5277,"03:02:40","03:02:40",DM,"you are..."
5278,"03:02:40","03:02:41",DM,"it's permanent."
5279,"03:02:43","03:02:49",DM,"Second thing was the paper from Jean-Claude."
5280,"03:02:49","03:02:51",DM,"A little tiny slip of paper here."
5281,"03:02:52","03:02:52",DM,"You,"
5282,"03:02:53","03:02:54",DM,"after examining it,"
5283,"03:02:55","03:02:55",Speaker 1,"Um,"
5284,"03:02:55","03:03:00",DM,"this is a,"
5285,"03:03:00","03:03:04",DM,"this is a very powerful form of magic."
5286,"03:03:05","03:03:05",DM,"Um,"
5287,"03:03:05","03:03:09",DM,"it only works on specific species."
5288,"03:03:09","03:03:10",DM,"However,"
5289,"03:03:10","03:03:11",DM,"um,"
5290,"03:03:11","03:03:12",DM,"if,"
5291,"03:03:12","03:03:13",DM,"if used,"
5292,"03:03:13","03:03:14",DM,"a,"
5293,"03:03:14","03:03:15",DM,"um,"
5294,"03:03:15","03:03:19",DM,"when used on a member of the Grung within 60 feet,"
5295,"03:03:19","03:03:26",DM,"they are compelled to obey the command indefinitely and treat it as if it is their own."
5296,"03:03:26","03:03:27",DM,"Wow."
5297,"03:03:28","03:03:28",DM,"So a command,"
5298,"03:03:29","03:03:32",DM,"like a really high-level command itself?"
5299,"03:03:33","03:03:33",DM,"It's basically,"
5300,"03:03:34","03:03:34",DM,"yeah,"
5301,"03:03:34","03:03:35",DM,"it's a scroll,"
5302,"03:03:35","03:03:36",DM,"it's effective."
5303,"03:03:36","03:03:38",DM,"I'm holding on to that."
5304,"03:03:38","03:03:40",DM,"No one else is allowed to have that."
5305,"03:03:45","03:03:47",DM,"That is fucking damning evidence,"
5306,"03:03:48","03:03:48",DM,"too."
5307,"03:03:48","03:03:49",DM,"So,"
5308,"03:03:49","03:03:51",DM,"perhaps not all these wrong."
5309,"03:03:51","03:03:52",DM,"I'm like,"
5310,"03:03:52","03:03:52",DM,"yeah."
5311,"03:03:52","03:03:52",DM,"Yeah."
5312,"03:03:53","03:03:53",DM,"Yeah,"
5313,"03:03:54","03:03:56",DM,"which we already knew because of Zuma."
5314,"03:03:57","03:03:57",DM,"No,"
5315,"03:03:57","03:03:58",DM,"Ruma."
5316,"03:03:58","03:03:58",DM,"Ruma."
5317,"03:04:00","03:04:00",DM,"Zuma."
5318,"03:04:01","03:04:01",DM,"So,"
5319,"03:04:01","03:04:02",DM,"I just went wrong."
5320,"03:04:02","03:04:02",DM,"So,"
5321,"03:04:02","03:04:06",Catarina,"I identify he is holding it."
5322,"03:04:06","03:04:07",Catarina,"I didn't actually physically touch it,"
5323,"03:04:07","03:04:09",Catarina,"but it looks like I recognize him."
5324,"03:04:09","03:04:10",DM,"I actually got some parent to do it."
5325,"03:04:10","03:04:10",DM,"No,"
5326,"03:04:10","03:04:12",DM,"I know him better."
5327,"03:04:12","03:04:12",DM,"Yeah."
5328,"03:04:12","03:04:13",Speaker 1,"No,"
5329,"03:04:13","03:04:13",Speaker 1,"that's fine."
5330,"03:04:13","03:04:13",Speaker 1,"No,"
5331,"03:04:13","03:04:14",DM,"perfect match."
5332,"03:04:15","03:04:15",DM,"Yeah."
5333,"03:04:16","03:04:18",DM,"You're the weird spider lady that makes robots poop."
