ID,Start,End,Speaker,Text
1,00:00,00:01,Speaker mic01,Piercing.
2,00:01,00:02,Speaker mic01,"Yeah, you find that."
3,00:01,00:04,Speaker mic00,Well it's like a dex say nice.
4,00:02,00:03,Speaker mic01,Doesn't mean what you think of me.
5,00:03,00:07,Speaker mic01,That's like an N word.
6,00:06,00:09,Speaker mic00,Oh rolling an editor and it's like dark.
7,00:07,00:08,Speaker mic01,It's like flat as well.
8,00:08,00:09,Speaker mic01,I think it was fine.
9,00:09,00:10,Speaker mic00,Or is it con?
10,00:09,00:10,Speaker mic01,Isn't it?
11,00:11,00:12,Speaker mic01,Also the same color.
12,00:12,00:14,Speaker mic00,Actually it doesn't matter for all of the both.
13,00:14,00:22,Speaker mic01,"No, it's open because what it says is like uh DC equal to your proof of plus the X area mod, so it's probably the mean title of the area."
14,00:20,00:21,Speaker mic00,Fail.
15,00:21,00:22,Speaker mic00,Fail.
16,00:22,00:27,Speaker mic01,"Okay, so then if you run another D8, I think you're also guy that we don't."
17,00:27,00:28,Speaker mic00,Yep.
18,00:28,00:31,Speaker mic00,And six damage on it.
19,00:31,00:31,Speaker mic00,What?
20,00:31,00:33,Speaker mic01,Eight explosive damage on top of it.
21,00:33,00:34,Speaker mic00,Eight explosive on top?
22,00:34,00:34,Speaker mic00,Okay.
23,00:35,00:42,Speaker mic01,That's 33 uh piercing and then eight explosive damage for a total of 41 damage.
24,00:43,00:44,Speaker mic00,Yeah.
25,00:44,00:53,Speaker mic00,Um if he's he's looking at you confidently and you can see the smirk leave his face as the shell connects and he's launched backwards.
26,00:53,00:55,Speaker mic00,They're pure fury in his eyes.
27,00:53,00:55,Speaker mic01,They're sure pure design.
28,00:55,01:00,Speaker mic00,You see them literally the skin literally shifts the blue leaving being replaced with red.
29,01:00,01:04,Speaker mic00,"Um don't switch down the blue adult, yeah."
30,01:00,01:06,Speaker mic01,"Um and I give him a big smile, and for my bonus action, I pull up my pistol and I shoot him again."
31,01:05,01:07,Speaker mic00,"Sweet, roll damage."
32,01:07,01:09,Speaker mic00,"Yeah, you have yeah, okay."
33,01:10,01:11,Speaker mic00,Uh salonge.
34,01:11,01:16,Speaker mic00,"Oh, because this does this hit both of them, or is it just the explosive damage hits both?"
35,01:16,01:17,Speaker mic01,It doesn't specify spread.
36,01:18,01:19,Speaker mic00,"Okay, so it's just a one target then."
37,01:19,01:20,Speaker mic00,"Yeah, yeah."
38,01:19,01:25,Speaker mic01,"Yeah, it's basically like I mean it's a blunder bus, but it doesn't it it literally does it just says ranged."
39,01:20,01:20,Speaker mic00,Okay.
40,01:25,01:26,Speaker mic01,It didn't say spread.
41,01:26,01:31,Speaker mic00,And you were putting them all on the main guy or the person or uh the the channeling person.
42,01:31,01:45,Speaker mic00,"Um, if it doesn't say it on there, it doesn't matter."
43,01:31,01:36,Speaker mic01,Um I mean if you're g uh you're you're the one who gave me the gun.
44,01:36,01:37,Speaker mic01,I'm just going off what's on here.
45,01:37,01:40,Speaker mic01,"If the gun has spread, then yeah, I'm hitting both."
46,01:40,01:43,Speaker mic01,"But if it doesn't, then everything's going to him."
47,01:43,01:50,Speaker mic01,"If it doesn't run there, it doesn't spread the the tall one or the the channeling slot."
48,01:45,01:45,Speaker mic00,Okay.
49,01:45,01:50,Speaker mic00,Um so it if the the tall one or the uh the channeling challenges.
50,01:50,01:52,Speaker mic01,Also spread is a very different dynamic.
51,01:52,01:56,Speaker mic01,"It's like it's one just cone, and then the enemies make deck saves."
52,01:56,01:56,Speaker mic00,"Yeah, sure."
53,01:56,01:59,Speaker mic01,You don't roll on the whole thing.
54,01:56,01:57,Speaker mic00,"Yeah, that's correct."
55,01:57,02:03,Speaker mic00,Oh I forgot actually that you're gonna do it.
56,01:59,02:00,Speaker mic01,"Oh, okay, okay."
57,02:00,02:07,Speaker mic01,It's a solid shit.
58,02:00,02:03,Speaker mic01,"Then yeah, so it's more like a blunderbuss, I guess, rifle."
59,02:03,02:05,Speaker mic00,Oh but you pushed her afterwards.
60,02:03,02:06,Speaker mic01,"Honestly, it's probably more of a musket."
61,02:05,02:05,Speaker mic00,Yeah okay.
62,02:06,02:06,Speaker mic01,Yeah.
63,02:07,02:10,Speaker mic01,"Whatever the Xandria thunderbund is, that's what this is."
64,02:12,02:12,Speaker mic01,Yeah.
65,02:14,02:16,Speaker mic00,I have eleven people on this initiative order.
66,02:17,02:20,Speaker mic00,Um I I should aren't seven.
67,02:17,02:19,Speaker mic01,"Um, no, I I shot."
68,02:21,02:22,Speaker mic00,"Please, please help me with that."
69,02:22,02:24,Speaker mic00,"Yeah, or gonna give you a few."
70,02:23,02:25,Speaker mic01,"Yeah, we're gonna give you something like this."
71,02:24,02:26,Speaker mic00,I'm trying my best and it's not working.
72,02:27,02:27,Speaker mic00,Yeah.
73,02:27,02:29,Speaker mic00,I tried to kill one of you.
74,02:28,02:29,Speaker mic01,There's a lot going on.
75,02:29,02:29,Speaker mic01,Alright.
76,02:29,02:31,Speaker mic01,Uh still me.
77,02:29,02:31,Speaker mic00,Almost killed me.
78,02:31,02:33,Speaker mic01,How do you feel about that?
79,02:36,02:36,Speaker mic00,"Yeah, yeah."
80,02:36,02:37,Speaker mic00,Yeah.
81,02:37,02:44,Speaker mic01,"Uh whispery tone, you said that in a like vigilance down."
82,02:45,02:45,Speaker mic00,Right?
83,02:46,02:49,Speaker mic00,She was pinned effectively up against the wall.
84,02:47,02:48,Speaker mic01,Yeah.
