ID,Start,End,Speaker,Text
1,00:00,00:02,Speaker mic00,So let's go through the gusting.
2,00:02,00:02,Speaker mic00,Okay.
3,00:02,00:06,Speaker mic01,"Um it could get through and push them out into the water, whatever the case may be."
4,00:06,00:17,Speaker mic00,And it would be very well.
5,00:06,00:09,Speaker mic01,And it's very loud.
6,00:09,00:10,Speaker mic01,I'm assuming.
7,00:10,00:12,Speaker mic01,Wind is loud.
8,00:12,00:13,Speaker mic01,Oh.
9,00:13,00:17,Speaker mic01,Our drunken fighter may not be able to hear very well.
10,00:18,00:19,Speaker mic01,Very good thing.
11,00:20,00:20,Speaker mic01,Yeah.
12,00:20,00:22,Speaker mic01,I had another option too.
13,00:22,00:26,Speaker mic01,I would just send some ringing in his ear.
14,00:23,00:27,Speaker mic00,"Well, read me Guster again."
15,00:28,00:28,Speaker mic01,"Actually, I hear it."
16,00:31,00:33,Speaker mic01,I'm not worried about everyone else's.
17,00:33,00:41,Speaker mic00,"Um yeah, it is technically a spell."
18,00:33,00:37,Speaker mic01,"Um, we get our bird."
19,00:38,00:39,Speaker mic01,Dust of wind.
20,00:41,00:42,Speaker mic00,So technically a spell.
21,00:41,00:42,Speaker mic01,It is technically a belt.
22,00:42,00:43,Speaker mic00,Yep.
23,00:43,00:44,Speaker mic01,"Yeah, it's really bad."
24,00:45,00:46,Speaker mic01,Concentration up to one minute.
25,00:46,00:48,Speaker mic01,"Casting time, one action."
26,00:48,00:50,Speaker mic01,Although I can use it.
27,00:50,00:52,Speaker mic00,And it can use it up my business.
28,00:50,00:54,Speaker mic01,I can use the uh my bonus action to move the dust to a different location.
29,00:54,00:56,Speaker mic01,And it requires verbal and somatic components.
30,00:56,00:57,Speaker mic01,Yes.
31,00:57,00:58,Speaker mic00,Okay.
32,00:58,01:00,Speaker mic01,Uh one million or smaller creatures through a two million.
33,01:00,01:07,Speaker mic00,"So I believe that they uh okay, okay, move that gate."
34,01:00,01:05,Speaker mic01,"Well, as I um as an aeropra, I don't actually require the legumes."
35,01:05,01:06,Speaker mic01,"Oh, okay, okay."
36,01:06,01:07,Speaker mic01,"Yeah, just verbal."
37,01:07,01:08,Speaker mic00,"Yeah, yeah, yeah."
38,01:08,01:09,Speaker mic00,"Just you okay, okay."
39,01:09,01:20,Speaker mic01,Um you're gonna dust?
40,01:09,01:09,Speaker mic00,Okay.
41,01:09,01:12,Speaker mic00,So technically it's counter spellable.
42,01:12,01:14,Speaker mic00,Technically it can be counter spelled.
43,01:14,01:17,Speaker mic00,I'm just saying that just I'm just saying.
44,01:17,01:18,Speaker mic00,Okay.
45,01:18,01:24,Speaker mic00,Um it's not gonna be counter spelled.
46,01:20,01:21,Speaker mic01,Yep.
47,01:21,01:22,Speaker mic01,Alright.
48,01:22,01:25,Speaker mic01,"Well, it's not gonna be right down the middle."
49,01:25,01:27,Speaker mic01,Right down and into the middle here.
50,01:27,01:29,Speaker mic00,What is the save they gotta make?
51,01:27,01:29,Speaker mic01,"Well and it was save, they gotta make."
52,01:29,01:31,Speaker mic01,"Yeah, I gotta make save, don't I?"
53,01:31,01:33,Speaker mic01,"No, I'm not going this way, I'm going this way."
54,01:33,01:44,Speaker mic00,Uh in the show reactions to the person for the um she in the middle currently he showed up after.
55,01:33,01:36,Speaker mic01,My uh initial reaction was to go this way first.
56,01:36,01:38,Speaker mic01,That was the first thing I was doing before she showed up.
57,01:39,01:40,Speaker mic01,Me?
58,01:40,01:42,Speaker mic01,Um It was a she in the middle.
59,01:44,01:46,Speaker mic00,Uh giant.
60,01:44,01:46,Speaker mic01,"Uh no, no, no, the blind."
61,01:46,01:48,Speaker mic00,"Oh, that's the one's a shape."
62,01:48,01:49,Speaker mic00,I shoe is a sheen.
63,01:48,01:49,Speaker mic01,Vashu is a she.
64,01:48,01:51,Speaker mic00,Ozak is a man.
65,01:49,01:50,Speaker mic01,"Okay, I thought so."
66,01:50,01:53,Speaker mic01,"Oh, Zick is a man kind of and I spells."
67,01:51,01:57,Speaker mic00,I and I am first.
68,01:55,01:56,Speaker mic01,Man strength 13.
69,01:56,01:57,Speaker mic01,Broad person.
70,01:57,01:59,Speaker mic00,Thirteen is what she used to make.
71,01:57,01:57,Speaker mic01,13.
72,01:57,01:59,Speaker mic01,13 strength.
73,01:58,02:02,Speaker mic00,Okay.
74,01:59,02:01,Speaker mic01,Uh not to get blown over.
75,02:00,02:19,Speaker mic00,"Um, alright."
76,02:01,02:03,Speaker mic01,Okay.
77,02:03,02:06,Speaker mic01,Um there are any handles.
78,02:06,02:11,Speaker mic01,"Gas, vapor, uh extinguishes candles, torches, and similar unprotected flames in the area."
79,02:11,02:17,Speaker mic01,"Causes protected flames, such as those in lanterns to dance wildly, and it's a 50% chance to extinguish them."
80,02:19,02:23,Speaker mic00,She does not have a okay.
81,02:23,02:32,Speaker mic00,"So uh so she has that doesn't help her in this, only to maintain her concentration."
82,02:32,02:33,Speaker mic00,Okay.
83,02:33,02:34,Speaker mic01,"Alright, that's fine."
84,02:34,02:37,Speaker mic00,She has a minus two mod to her strength.
85,02:35,02:37,Speaker mic01,She's a minus two mods or extra.
86,02:37,02:39,Speaker mic00,Uh uh.
87,02:39,02:39,Speaker mic01,Nice.
88,02:39,02:43,Speaker mic00,Which means an eleven.
89,02:42,02:44,Speaker mic01,Yep.
90,02:44,02:46,Speaker mic01,That sounds like my strength.
91,02:45,02:46,Speaker mic00,Oof.
92,02:46,02:48,Speaker mic01,"Actually, that is an 11 or an iron."
93,02:47,02:50,Speaker mic00,So eleven or higher means it's I can't.
94,02:49,02:50,Speaker mic01,I don't.
95,02:50,02:52,Speaker mic00,And I know and I only get one of these dies.
96,02:51,02:59,Speaker mic01,"And if she fails, she is pushed 15 feet."
97,02:59,03:01,Speaker mic01,I'm gonna be in the case.
98,03:01,03:03,Speaker mic01,15.
99,03:03,03:04,Speaker mic00,Not yet.
100,03:04,03:06,Speaker mic01,I'm gonna get gusting.
101,03:04,03:05,Speaker mic00,Not yet.
102,03:08,03:10,Speaker mic01,"No, it's a straight line this way."
103,03:10,03:12,Speaker mic01,I'm not gonna get gusted.
104,03:11,03:12,Speaker mic00,Yeah.
105,03:12,03:12,Speaker mic01,No.
106,03:12,03:14,Speaker mic00,"So Salon, pull back down."
107,03:14,03:28,Speaker mic00,"She um you see Ozek, her mentor leaning in, whispering something to her, and her result strengthens, and she seems to grip the the the concrete from the stone underneath her as the magic intensifies around her."
108,03:15,03:28,Speaker mic01,"You can see Ozic, her mentor leaning in, whispering something through her as her resolve strengthens, and she seems to grip the the the concrete or the stone underneath her is going to have to intensify the rounder."
109,03:28,03:35,Speaker mic00,"Um I just need someone who isn't me, right now actually, to run a little channel for me."
110,03:35,03:39,Speaker mic01,"Um with another actually, I'll just do this with the initiative order."
111,03:39,03:44,Speaker mic00,"I can yeah, that'll be easier because we'll just do it with track it with the initiative order sound."
112,03:44,05:04,Speaker mic01,Um yeah it has a bunch of various size ones and um oh and I forgot to roll for the mentor because he's in the uh in the wave of that too his is not better uh much better than um yeah his is a minus one so I'm going to use oh read the current oh is that a bonus action uh yes I I don't believe um I'm damn yeah yeah I I do prepare and I'm improvising on okay so uh I'm going to use read the current use one of my key points to uh find out the one the the big one in the middle I forget whatever her name is Solange Solange um uh oh on hit can ask never mind I'm not hitting I am hitting her with the gust sort of but it's not meant uh the gust is the magic action this this is it's your homebrew's my homebrew and I would say that you are technically hitting her with something that's giving yourself even though it's 10 ways low as that needs I'm inclined to allow it.
113,04:08,04:12,Speaker mic00,So he doesn't find it.
114,04:21,04:27,Speaker mic00,Um I didn't burn out otherwise I want to guess it is.
115,04:27,04:43,Speaker mic00,So the right process is like find out the big milk compared to our um actually.
116,04:52,05:00,Speaker mic00,"This is uh it is my homebrew, and I wouldn't say that you are technically fitting her with something that you did yourself, even though it's technically smaller, right?"
117,05:04,05:15,Speaker mic00,So we can pull it as right as fast.
118,05:04,05:07,Speaker mic01,So we know that this her strength is low.
119,05:07,05:16,Speaker mic01,Yeah um uh on hit can ask DM if stat is higher or lower than your own.
120,05:15,05:16,Speaker mic00,Then you're on the same.
121,05:16,05:16,Speaker mic01,Then my own.
122,05:16,05:18,Speaker mic01,"Oh, dexterity then."
123,05:16,05:17,Speaker mic00,Oh that's your own.
124,05:17,05:19,Speaker mic00,"Okay, so uh what's your text?"
125,05:19,05:30,Speaker mic01,"19 um salon that is lower than nothing so we do know that I'm assuming if she has a low strength, the chances are her dexterity is the high one."
126,05:24,05:30,Speaker mic00,So we're just gonna write design basic time.
127,05:27,05:34,Speaker mic00,Well if you're feeling out which save shall fail.
128,05:29,05:31,Speaker mic01,I just wanted to get a baseline of where that was.
129,05:31,05:32,Speaker mic01,So cool.
130,05:35,05:35,Speaker mic01,"Yeah, pretty much."
131,05:35,05:37,Speaker mic01,That's what I wanted to know.
132,05:37,05:37,Speaker mic01,Uh beautiful.
133,05:37,05:38,Speaker mic01,I'm done.
134,05:38,05:38,Speaker mic00,Yeah.
135,05:38,05:39,Speaker mic00,Great.
136,05:41,05:41,Speaker mic01,We have knowledge there.
137,05:41,05:43,Speaker mic00,Um you're on deck.
138,05:42,05:45,Speaker mic01,"Really low strength, and her dexterity is not the best."
