ID,Start,End,Speaker,Text
1,00:00,01:47,Speaker mic01,helps also net 20 both I mean I can shock and grass sorry it was uh dex or your con it is no strength or con you're trying to either push through using your sheer strength or tough out okay going through strength or con I'm gonna do con I think with this little guy come on strips you got this or unless could I try and make this an attack and do a force strength um yeah I'll I'll do the con save yeah well you gotta uh or if Strix is going first she's gonna do the yeah but it's not it doesn't it that just takes like a removement to do so because she's just trying to move it or yeah the owl's just trying to move into the premises of the state shouldn't be with a few things what's with the Nat 20 is getting kind of scary I got a Nat 20 to go through a barrier how do you want to go um strict obviously you have right through the barrier plus um my melee if that's damage um strix wants to go over and start shocking deal one button if everything yeah yeah I'm just trying to get strix through the barrier um to have aid again well yeah uh would be so that was five barrier again yeah level five stars you're just gonna see this in fact.
2,00:30,00:53,Speaker mic00,"Where's my uh um you gotta it uh strix has to go through or if strix is gone through she's gotta do that thing, but it's not it doesn't it that just takes up your movement to do so."
3,00:58,01:02,Speaker mic00,"It just takes your movement, so you're able to uh twenty."
4,01:02,01:05,Speaker mic00,What's within that twenties getting through the barrier?
5,01:17,01:22,Speaker mic00,Um what are you gonna be doing with threats?
6,01:41,01:54,Speaker mic00,It's a fifteen strength of the thing.
7,01:47,01:49,Speaker mic01,I will fly over you.
8,01:49,02:02,Speaker mic01,Oh and instantly clenches yeah yeah you don't you don't have any like any like uh any part with being next to me for so long.
9,01:57,02:07,Speaker mic00,"Yeah, yeah, it's like there's like there's like a suction in the air like that."
10,02:04,02:08,Speaker mic01,Um such a rapid movement that a vacuum forms.
11,02:07,02:13,Speaker mic00,"Yeah, there's like dust moving towards Jean-Claude in the room."
12,02:13,02:16,Speaker mic00,Um shocking grasp on who?
13,02:16,02:18,Speaker mic00,Sorry.
14,02:18,02:21,Speaker mic01,Who it's whom?
15,02:21,02:40,Speaker mic01,"I just remember when I was doing the kind I was gonna do him like running and breathing, and it was gonna be him like remembers on this one that's closest to uh John here."
16,02:33,02:42,Speaker mic00,I just remembered that I was like closer to shop.
17,02:40,02:42,Speaker mic01,You're gonna fly see this little owl going in and trying to.
18,02:42,02:44,Speaker mic00,"Oh, so the the the purple drum."
19,02:43,02:45,Speaker mic01,"Oh, next run will come in."
20,02:44,02:45,Speaker mic00,Okay.
21,02:45,02:47,Speaker mic01,"Yeah, shock whatever which one this one is."
22,02:47,02:49,Speaker mic01,Oh yeah.
