ID,Start,End,Speaker,Text
1,00:00,00:01,Speaker mic01,Burn a luck point.
2,00:01,00:02,Speaker mic01,You still have Bardic's first.
3,00:02,00:02,Speaker mic01,I do.
4,00:03,00:03,Speaker mic01,I do.
5,00:04,00:05,Speaker mic01,"No, I haven't."
6,00:05,00:06,Speaker mic01,"Um, but that wouldn't be enough."
7,00:06,00:07,Speaker mic01,"Okay, yeah."
8,00:07,00:07,Speaker mic01,I need wait.
9,00:07,00:08,Speaker mic01,Well.
10,00:09,00:10,Speaker mic01,"No, it wouldn't be done."
11,00:10,00:11,Speaker mic01,A luck point.
12,00:11,00:12,Speaker mic01,Because I need what?
13,00:12,00:13,Speaker mic01,"16, you said?"
14,00:13,00:34,Speaker mic00,16 Yes.
15,00:14,00:15,Speaker mic01,"Okay, yeah."
16,00:15,00:30,Speaker mic01,"Um, then in true Delmar fashion, uh, I am going to uh I just need to double check how luck works again."
17,00:30,00:34,Speaker mic01,Um is this an attack?
18,00:34,00:34,Speaker mic01,Yeah.
19,00:35,00:39,Speaker mic00,"Oh no, sorry, this is not an attack, this is a saversar spell."
20,00:35,00:36,Speaker mic01,"No, no, sir."
21,00:37,00:39,Speaker mic01,This is a save or shot spell.
22,00:39,00:40,Speaker mic00,Oh shit.
23,00:40,00:41,Speaker mic01,Alright.
24,00:40,00:42,Speaker mic00,This is a spell attack.
25,00:41,00:45,Speaker mic01,"Um if anyone wants to counter spell, this is the time, right?"
26,00:45,00:45,Speaker mic01,Nope.
27,00:46,00:47,Speaker mic01,Nobody has counter spell.
28,00:49,00:51,Speaker mic01,"That's a third level, right?"
29,00:51,00:52,Speaker mic01,Yep.
30,00:52,00:52,Speaker mic01,Yeah.
31,00:52,00:54,Speaker mic01,I don't have access to third space.
32,00:53,00:54,Speaker mic00,"Oh wait, yeah."
33,00:54,01:01,Speaker mic00,"Sorry, I I assume you guys had counter spell because he has to be a little bit more."
34,00:59,01:02,Speaker mic01,"Alright, then I'm gonna have to take that through."
35,01:01,01:07,Speaker mic00,I'm just I'm just out passing.
36,01:02,01:02,Speaker mic01,Yeah.
37,01:02,01:02,Speaker mic01,Okay.
38,01:02,01:05,Speaker mic01,Oh that's oh shit.
39,01:05,01:07,Speaker mic01,I was not passing.
40,01:07,01:08,Speaker mic01,I was not passing.
41,01:08,01:10,Speaker mic01,"If I uh hey, thank you."
42,01:10,01:10,Speaker mic01,Thank you.
43,01:10,01:12,Speaker mic01,"If you just saved me, did you use me?"
44,01:11,01:12,Speaker mic00,Who saved you?
45,01:12,01:12,Speaker mic00,Sorry.
46,01:12,01:14,Speaker mic01,"Sorry, did you use Bardic inspiration?"
47,01:14,01:15,Speaker mic01,"No, no, no."
48,01:15,01:16,Speaker mic01,I broke inspiration.
49,01:17,01:18,Speaker mic01,Sweet.
50,01:18,01:18,Speaker mic00,Yeah.
51,01:18,01:19,Speaker mic00,Okay.
