ID,Start,End,Speaker,Text
1,00:00,00:03,Speaker mic00,Seven is the total damage.
2,00:00,00:02,Speaker mic01,Seven in one is what we're done.
3,00:04,00:05,Speaker mic01,Plus the modifier month level.
4,00:05,00:07,Speaker mic01,"Hold on, I'm gonna put a little eight."
5,00:08,00:09,Speaker mic01,So one d ten plus eight.
6,00:10,00:11,Speaker mic01,Uh that's ten plus eight.
7,00:11,00:12,Speaker mic01,Yeah.
8,00:12,00:14,Speaker mic01,I'm gonna use a focus point.
9,00:14,00:17,Speaker mic01,"Because that's why I've got maths, so I I can deflect up to eighteen."
10,00:17,00:17,Speaker mic00,Okay.
11,00:17,00:20,Speaker mic01,I'm going to then use my focus point to be the right time.
12,00:22,00:23,Speaker mic01,Send me your tongue back.
13,00:23,00:24,Speaker mic01,I am.
14,00:24,00:24,Speaker mic01,Yeah.
15,00:24,00:26,Speaker mic01,Two D6 plus.
16,00:26,00:28,Speaker mic00,"Okay, so she only did seven damage, didn't you?"
17,00:28,00:28,Speaker mic01,That's okay.
18,00:28,00:30,Speaker mic01,I can roll two D6 plus four.
19,00:30,00:37,Speaker mic00,And you're gonna reduction because one eight ten plus footer.
20,00:31,00:35,Speaker mic01,Uh the reduction equals to one D ten plus your dexterity dexterity modifier.
21,00:35,00:37,Speaker mic01,"Oh, I can deflect up eighteen damage back."
22,00:37,00:43,Speaker mic01,"If you reduce the damage to zero, you can expend one focus point uh to attack with the seven points."
23,00:43,00:47,Speaker mic01,If you use her choose a creature you can see within five feet of yourself.
24,00:47,00:48,Speaker mic01,Within five feet of myself?
25,00:48,00:50,Speaker mic01,What's the closest creature to me?
26,00:50,00:52,Speaker mic01,Uh the one that I fly flying.
27,00:52,00:54,Speaker mic00,"Yeah, you're fifteen feet in the air."
28,00:52,00:54,Speaker mic01,That one's within five feet.
29,00:54,01:00,Speaker mic01,"Oh, uh sorry, or within sixty feet of yourself if uh if it was a ranged attack."
30,01:00,01:03,Speaker mic01,"Well, the guy I shot."
31,01:03,01:10,Speaker mic01,"That creature must succeed on a dexterity saving throw, or take damage equal to two rolls of my martial arts die plus my dexterity modifier."
32,01:03,01:04,Speaker mic00,That creature must have seen in the next series.
33,01:09,01:12,Speaker mic00,"Wait, you need to add damage on top of the weapon?"
34,01:10,01:13,Speaker mic01,You get to add down.
35,01:12,01:17,Speaker mic00,So you're you reduce her damage and you send the tongue back to someone else harder.
36,01:17,01:18,Speaker mic01,Yeah.
37,01:18,01:18,Speaker mic00,Fucking monks.
38,01:22,01:25,Speaker mic01,"She goes, oh, and just save somebody."
39,01:27,01:28,Speaker mic01,"Yeah, schmucks the body."
40,01:28,01:31,Speaker mic01,So I take zero damage and send it right back to him.
41,01:30,01:32,Speaker mic00,Who are you you're sending it back to her or back to the other one?
42,01:33,01:33,Speaker mic01,Her.
43,01:33,01:34,Speaker mic00,Her that's fine here.
44,01:34,01:34,Speaker mic00,Okay.
45,01:34,01:35,Speaker mic01,Okay.
46,01:34,01:35,Speaker mic00,Yeah.
47,01:36,01:38,Speaker mic00,Um what's the save she has to make?
48,01:41,01:43,Speaker mic00,That's not she can do that.
49,01:43,01:45,Speaker mic00,That's on the table.
50,01:45,01:45,Speaker mic01,Oh yeah.
51,01:47,01:48,Speaker mic00,"Yeah, and that's irritating."
52,01:48,01:53,Speaker mic01,"Yeah, but let's see if oh look that's a good thing."
53,01:49,01:52,Speaker mic00,"But let's see if oh well, that's no that's no good."
54,01:53,01:55,Speaker mic01,I was for tense.
55,01:57,02:00,Speaker mic00,"Oh yeah, so seven plus seven fourteen."
56,02:00,02:04,Speaker mic00,Okay.
57,02:01,02:04,Speaker mic01,Oh you make it it's decked 13.
58,02:02,02:04,Speaker mic00,That's 13.
59,02:05,02:11,Speaker mic00,"So you do reduce that damage and she shoots the tongue out at you, and you just slap it out of the air."
60,02:11,02:18,Speaker mic00,And it just with a wet slap lands on the far wall and pulls it back into her mouth.
61,02:18,02:20,Speaker mic00,Um she's gonna jump towards you.
62,02:21,02:22,Speaker mic01,It's a great visual.
63,02:23,02:38,Speaker mic00,"I had this idea in my head of an enemy like yo-yoing one of you guys, and just and like it's like a you should be more sleeping."
64,02:36,02:38,Speaker mic01,"It's like a Yoshi, but more scary."
65,02:38,02:39,Speaker mic00,"Yeah, yeah."
66,02:38,02:39,Speaker mic01,"I know, right?"
67,02:39,02:39,Speaker mic01,Yeah.
68,02:39,02:41,Speaker mic00,"Alright, so she's gonna jump towards you."
69,02:41,02:45,Speaker mic00,Um mid-air.
70,02:42,02:45,Speaker mic01,Um mid air.
71,02:45,02:47,Speaker mic00,So let's see how we're gonna do this.
72,02:48,02:50,Speaker mic00,"She is trying to, I guess, grab on you."
73,02:50,02:52,Speaker mic00,I guess technically we're grappled herself.
74,02:50,02:52,Speaker mic01,"I guess technically, or shrapple herself."
75,02:52,02:54,Speaker mic00,"Oh, she's trying to hold on to you."
76,02:52,02:55,Speaker mic01,She's trying to hold onto you midair if we're gonna jump you.
77,02:55,02:56,Speaker mic01,She's the hug you.
78,02:55,02:57,Speaker mic00,"Yeah, give me a hell."
79,02:57,03:05,Speaker mic00,So I'm gonna say this is probably a contestant run of her dexterity versus your dexterity.
80,03:02,03:08,Speaker mic01,Uh her dexterity versus your dexterity of her trying to jump on you and you trying to avoid being.
81,03:08,03:11,Speaker mic01,"First, she has to hit hit her AC with an attack roll."
82,03:11,03:13,Speaker mic01,"Oh, you're going to for yes."
83,03:12,03:13,Speaker mic00,Yes.
84,03:13,03:14,Speaker mic01,"Yeah, unarmed."
85,03:15,03:19,Speaker mic01,So we'll call this we'll just say the jump is an attack roll.
86,03:18,03:20,Speaker mic00,"Yeah, first and told her."
87,03:19,03:20,Speaker mic01,Or first attack roll.
88,03:20,03:21,Speaker mic01,Do you have multi-attacks?
89,03:21,03:21,Speaker mic01,Or are you?
90,03:21,03:22,Speaker mic00,"Yeah, she does."
91,03:22,03:24,Speaker mic01,"Yeah, three attacks."
92,03:24,03:25,Speaker mic01,Okay.
93,03:25,03:25,Speaker mic01,Yep.
94,03:25,03:26,Speaker mic00,She just left it.
95,03:25,03:27,Speaker mic01,"She does not hit, I doubt."
96,03:27,03:27,Speaker mic00,Yep.
97,03:27,03:29,Speaker mic00,"Um, so and she jumped with that one."
98,03:29,03:36,Speaker mic00,"So she's going to which side, which side, which side is she jumping for her?"
99,03:29,03:32,Speaker mic01,So she's going to jump and over.
100,03:34,03:35,Speaker mic01,Which side does she jump over?
101,03:36,03:38,Speaker mic01,Just to go in front of her?
102,03:38,03:42,Speaker mic00,"High, she forgets, low, she remembers."
103,03:38,03:40,Speaker mic01,"Hi, she forgets."
104,03:42,03:42,Speaker mic01,She's blind.
105,03:42,03:43,Speaker mic01,How would she know?
106,03:43,03:43,Speaker mic00,Yeah.
107,03:43,03:44,Speaker mic00,She can hear it.
108,03:44,03:45,Speaker mic01,"Oh, fair enough."
109,03:45,03:47,Speaker mic01,She jumps.
110,03:45,03:46,Speaker mic01,"Low, she remembers."
111,03:47,03:53,Speaker mic01,Um I'm gonna say that she jumps essentially leapfrogs over you on the wall over here.
112,03:53,03:54,Speaker mic01,Alright.
113,03:54,03:57,Speaker mic01,"Um I think it's fit today, aren't you?"
114,03:57,04:00,Speaker mic01,"Um, scooch that over."
115,04:04,04:06,Speaker mic00,And second attack coming up.
116,04:06,04:08,Speaker mic00,This one is just a normal attack.
117,04:08,04:09,Speaker mic00,Thank you.
118,04:09,04:21,Speaker mic01,"Oh and just because it's gonna send both attacks, I would roll as in cover."
119,04:09,04:15,Speaker mic00,Um just because it doesn't send both attacks at you.
120,04:21,04:22,Speaker mic01,He might both 13.
121,04:22,04:23,Speaker mic00,I think both of those hit you.
122,04:22,04:24,Speaker mic01,I think both of them so it's 13 and 19.
123,04:23,04:26,Speaker mic00,That's a 26 out of 3020.
124,04:24,04:26,Speaker mic01,And a 3020.
125,04:26,04:27,Speaker mic01,"Yeah, yeah."
126,04:27,04:28,Speaker mic00,So yeah.
127,04:28,04:37,Speaker mic01,"Um like literally leapfrog over you, does a bit of somersault land on the wall, and before you can realize what's happening, you frog fist."
128,04:32,04:38,Speaker mic00,"So lands on the wall, and before you can realize what's happening, you put two frog fists connect us."
129,04:37,04:38,Speaker mic01,"Yeah, no, thank you."
130,04:40,04:44,Speaker mic00,Um so still water strike hit.
131,04:41,04:43,Speaker mic01,Um so it works right.
132,04:44,04:46,Speaker mic00,Uh the the dub.
133,04:44,04:46,Speaker mic01,Uh the thought.
134,04:46,04:51,Speaker mic00,Um 11 blood training damage.
135,04:46,05:00,Speaker mic01,Um that is 10 bludgeoning down.
136,04:51,04:54,Speaker mic00,And second attack coming in through.
137,04:54,05:00,Speaker mic00,That is 10 blood training damage.
138,05:00,05:02,Speaker mic00,And uh that's Vashir's turn.
139,05:00,05:02,Speaker mic01,And uh that's Vash's time.
140,05:02,05:07,Speaker mic00,"Uh Katerina, you're on dash."
141,05:02,05:06,Speaker mic01,Uh I have one hit point.
142,05:06,05:07,Speaker mic01,Remove shit.
143,05:08,05:12,Speaker mic01,That's real fact that again turning their back and going this way.
144,05:09,05:15,Speaker mic00,"Again, okay, like I said, left."
145,05:12,05:14,Speaker mic01,Would that not have prevented an opportunity?
146,05:14,05:16,Speaker mic01,They would from Emily.
147,05:16,05:19,Speaker mic00,I was right over this happening.
148,05:16,05:18,Speaker mic01,"But I was right here, and you had him attacking."
149,05:19,05:21,Speaker mic01,"Actually, yes, that would have given me an opportunity."
150,05:19,05:24,Speaker mic00,"No, both three and all the all three of you, yes."
151,05:24,05:26,Speaker mic00,She left and all that.
152,05:24,05:26,Speaker mic01,With my owl and all of that.
153,05:26,05:29,Speaker mic01,"Kind of like we were pinning this one, remember?"
154,05:29,05:32,Speaker mic00,"So yeah, let's resolve all of that right now."
155,05:30,05:37,Speaker mic01,"Yeah, well, I didn't like rewind, let's just resolve that right now."
156,05:32,05:34,Speaker mic01,"Alright, rewind before the jump."
157,05:37,05:47,Speaker mic01,"So um all of you uh um Perron, um um Delmar, Katharina, and who is um why do you not think there's four, but there's no because there's a duck."
158,05:47,05:49,Speaker mic00,Oh the duck.
159,05:49,05:53,Speaker mic00,"Yeah, so uh that's her owl familiar."
160,05:49,05:51,Speaker mic01,"Yeah, so uh guys fucking duck."
161,05:52,05:55,Speaker mic01,"Oh wait, and we uh like it needs to be."
162,05:55,05:56,Speaker mic00,"Yeah, yeah, yeah."
163,05:55,05:56,Speaker mic01,"Yeah, sorry."
164,05:56,05:58,Speaker mic01,I keep forgetting about the owl because in my head.
165,05:58,06:00,Speaker mic01,Oh big.
166,05:58,05:59,Speaker mic00,Oh yeah.
167,06:00,06:09,Speaker mic01,"Yeah, but it's not they have everything all the time, always 23 for shocking grasp on my owl."
168,06:09,06:10,Speaker mic00,That's a hit.
169,06:11,06:13,Speaker mic01,Um 14 to hit.
170,06:13,06:16,Speaker mic00,"I mean, uh yeah, 14 is a nice."
171,06:16,06:20,Speaker mic01,And Katarina's gonna try and go for another zap with her firebolt.
172,06:20,06:24,Speaker mic01,"Yeah, giving it a 18 to hit."
173,06:22,06:25,Speaker mic00,Twenty eighteen?
174,06:24,06:26,Speaker mic01,"Okay, um missed."
175,06:25,06:26,Speaker mic00,Fitness.
176,06:26,06:31,Speaker mic01,"So Katarina misses, but my owl does everybody has Bardic inspiration still."
177,06:27,06:36,Speaker mic00,So there's not like I have control.
178,06:31,06:32,Speaker mic01,I have it now.
179,06:32,06:32,Speaker mic01,"Oh, yes."
180,06:33,06:36,Speaker mic01,"If you want to use a barc inspiration, you can use it on basically any D20."
181,06:36,06:39,Speaker mic01,"Uh D6, yes."
182,06:38,06:43,Speaker mic00,So I four.
183,06:39,06:41,Speaker mic01,"Oh, can I have a D64?"
184,06:41,06:43,Speaker mic01,I I don't know where mine is.
185,06:44,06:45,Speaker mic01,"Ooh, five."
186,06:45,06:48,Speaker mic00,So that was eighteen twenty four.
187,06:48,06:49,Speaker mic00,Twenty-three damage?
188,06:49,06:50,Speaker mic01,23 died?
189,06:50,06:53,Speaker mic01,"Let's go back to the outside oh 23, but I thought we hit."
190,06:51,06:53,Speaker mic00,"Oh twenty-three, that totally hits, yeah."
191,06:53,06:54,Speaker mic01,"Okay, so both of them now hit me."
192,06:54,06:55,Speaker mic01,Thank you.
193,06:55,06:56,Speaker mic01,I forgot about that.
194,06:57,07:00,Speaker mic00,Uh four.
195,06:57,07:00,Speaker mic01,"Um, and then mine is 24."
196,07:01,07:02,Speaker mic01,"Oh, that hits."
197,07:02,07:06,Speaker mic01,"Yeah, I only have the one, so uh fireballs."
198,07:03,07:07,Speaker mic00,Oh so uh uh what uh what's your damage?
199,07:06,07:07,Speaker mic01,"Oh my god, what's your name?"
200,07:08,07:09,Speaker mic01,Uh I guess still gonna roll.
201,07:09,07:17,Speaker mic01,"Um wait, I don't get sneak attack because it's just an attack of opportunity, right?"
202,07:14,07:17,Speaker mic00,"I look at that particularly, right?"
203,07:17,07:17,Speaker mic01,Yeah.
204,07:17,07:18,Speaker mic01,Wait.
205,07:18,07:21,Speaker mic00,Did you did not you did not have advantage on this attack?
206,07:21,07:25,Speaker mic00,You use your uh sneak attacker for the current ground.
207,07:21,07:25,Speaker mic01,You've used your uh sneak attack for the current round.
208,07:25,07:31,Speaker mic00,"No, you did not know."
209,07:25,07:27,Speaker mic01,"Swatch bucklers are slightly different though, are they not?"
210,07:27,07:30,Speaker mic01,The only thing different is swashbucklers get sneaked.
211,07:30,07:31,Speaker mic01,They don't need advantage.
212,07:31,07:32,Speaker mic00,Yeah.
213,07:32,07:33,Speaker mic01,If they're one on one.
214,07:33,07:33,Speaker mic00,Yeah.
215,07:33,07:34,Speaker mic01,"Oh, all right."
216,07:33,07:36,Speaker mic00,They don't get an extra sneak attacks too.
217,07:36,07:41,Speaker mic01,The only the only way swashbuckler isn't going to get sneak attack is if two enemies are engaging them in melee.
218,07:41,07:41,Speaker mic00,Yeah.
219,07:41,07:42,Speaker mic01,"Yeah, got it."
220,07:42,07:45,Speaker mic00,"Dunner, you don't get your sneak attack back to your turn stocks."
221,07:44,07:45,Speaker mic01,So that's that's fine.
222,07:45,07:45,Speaker mic00,"Okay, yeah."
223,07:45,07:51,Speaker mic01,"I rolled that I rolled max damage, so that's uh thir eight plus five."
224,07:51,07:53,Speaker mic01,"Oh, the sneak thirteen."
225,07:53,07:53,Speaker mic00,Okay.
226,07:53,08:03,Speaker mic01,I also have nine points of fire damage stab from my taser firebolt and another ten sh lightning damage from the uh uh owl's shocking grasp.
227,07:57,07:58,Speaker mic00,Okay.
228,08:03,08:04,Speaker mic00,Sorry.
229,08:03,08:04,Speaker mic01,Alright.
230,08:04,08:05,Speaker mic00,Um I got the 10.
231,08:05,08:06,Speaker mic00,What was the one right here before?
232,08:07,08:07,Speaker mic01,Uh nine.
233,08:07,08:08,Speaker mic00,"Nine, okay."
234,08:07,08:08,Speaker mic01,No.
235,08:08,08:15,Speaker mic00,"Um yeah, so both of you um that's everyone as Vashu move through that, right?"
236,08:08,08:18,Speaker mic01,"Um yeah, but both of you um that's everyone is bashing move through the um which fucked up."
237,08:18,08:31,Speaker mic00,"Um yeah, so as she's as she's her foot she launches her tongue out and crystalline slaps it out of the air."
238,08:20,08:22,Speaker mic01,Worst monk ever.
239,08:24,08:26,Speaker mic01,"I can take it, I can take it, I can't take it."
240,08:31,08:40,Speaker mic00,"And the sheer shock of this drives Vashu into a rage, causing her to leap without thinking towards crystalline and miss."
241,08:40,08:48,Speaker mic01,"And as she leaps with abandoning all ears ring, you're able to see, hardly able to tell that anything in it."
242,08:49,08:57,Speaker mic00,Um you just turn like she takes major hits on the way over.
243,08:50,08:51,Speaker mic01,Oh no.
244,08:52,08:52,Speaker mic01,We did each other.
245,08:52,08:53,Speaker mic01,"Oh, you did."
246,08:53,08:54,Speaker mic01,"Oh, okay, okay."
247,08:54,08:54,Speaker mic01,Yeah.
248,08:57,08:58,Speaker mic01,She's working with payroll.
249,08:57,09:10,Speaker mic00,"She's looking down the um exactly full damage because that she's still up, so she's still up, so it's like she's still capable of doing everything."
250,08:58,08:59,Speaker mic01,"Yeah, yeah, we all gotta go."
251,08:59,09:02,Speaker mic01,"Yeah, I missed my big office."
252,09:03,09:07,Speaker mic01,So does she still attack me for that full damage or what's happening with that?
253,09:10,09:11,Speaker mic00,Yeah.
254,09:11,09:11,Speaker mic01,Okay.
255,09:11,09:12,Speaker mic01,All right.
256,09:12,09:14,Speaker mic00,I had room in the first time.
257,09:12,09:14,Speaker mic01,I had reversed it in the thing.
258,09:14,09:14,Speaker mic00,"Oh, okay."
259,09:14,09:19,Speaker mic01,Oh so I wasn't sure because I also didn't know how much damage she was gonna take if she was this is gonna take her down.
260,09:19,09:23,Speaker mic00,"Yeah, I was yeah um."
261,09:19,09:26,Speaker mic01,"Yeah, yeah, it was you know, um this list is way too long."
262,09:25,09:28,Speaker mic00,Uh strix.
263,09:26,09:29,Speaker mic01,Uh you're you're out.
264,09:29,09:31,Speaker mic01,Katrina's next.
265,09:31,09:33,Speaker mic01,It's the routes.
266,09:33,09:36,Speaker mic00,Uh we've been in round uh the new round for two two turns.
267,09:37,09:37,Speaker mic01,"Oh, okay."
268,09:37,09:37,Speaker mic00,Yeah.
269,09:38,09:40,Speaker mic00,"Um strix, you're up."
270,09:38,09:39,Speaker mic01,I have one.
271,09:39,09:40,Speaker mic01,You're all I got you.
272,09:41,09:42,Speaker mic01,"Okay, so Katharina."
273,09:42,09:44,Speaker mic00,Well you already did you not just go?
274,09:44,09:45,Speaker mic01,That was my opportunity attack.
275,09:45,09:46,Speaker mic00,Oh sorry.
276,09:46,09:46,Speaker mic00,Yeah.
277,09:46,09:47,Speaker mic01,No worries.
